principal;0.54545454545455;0.16666666666667;0.13461538461538
valor;0;2.0333333333333;-1.1730769230769
brasil;0.22727272727273;0.76666666666667;-0.34615384615385
qualidade;0;0.9;-0.51923076923077
valores;0;0.4;-0.23076923076923
ncia;0.22727272727273;2.8;-1.5192307692308
para;1;13.366666666667;-7.2884615384615
resultados;0;0.86666666666667;-0.5
atendimento;0;0.7;-0.40384615384615
pandurata;0;1;-0.57692307692308
empresa;0;0.6;-0.34615384615385
forma;0.045454545454545;1.6;-0.90384615384615
sociedade;0;0.6;-0.34615384615385
empresas;0;1.5333333333333;-0.88461538461538
relacionamento;0;0.7;-0.40384615384615
interesse;0;1.7333333333333;-1
quest√É;0;0.63333333333333;-0.36538461538462
geral;0.27272727272727;1.2333333333333;-0.59615384615385
sobre;0.31818181818182;1.9666666666667;-1
atividades;0;1.8666666666667;-1.0769230769231
pela;0;2.1666666666667;-1.25
∫blicos;0;0.76666666666667;-0.44230769230769
colaboradores;0;0.7;-0.40384615384615
base;0.13636363636364;0.8;-0.40384615384615
seus;0;1.1333333333333;-0.65384615384615
pr√É;0;0.63333333333333;-0.36538461538462
qualquer;0;0.9;-0.51923076923077
podem;0.045454545454545;0.4;-0.21153846153846
suas;0;0.7;-0.40384615384615
nome;0;0.4;-0.23076923076923
caso;0;1.8666666666667;-1.0769230769231
segundo;0.045454545454545;0.53333333333333;-0.28846153846154
informa√É;0;0.36666666666667;-0.21153846153846
